eye,channel 2,channel 3,alpha,eye filtered,channel 2 filtered,channel 3 filtered,alpha filtered
9218.6630859375,-15584.837890625,-5308.92236328125,-8195.7080078125,-0.24653620587843122,-0.66941948622553948,-0.49508494642413037,-0.54512103416631608
9288.9697265625,-15471.51953125,-5186.92724609375,-8096.2353515625,-0.24707491095505865,-0.66853817411597627,-0.49480932045445736,-0.54468282113150723
9316.630859375,-15239.7548828125,-5114.17431640625,-8054.1083984375,-0.24664346335036114,-0.6693353870066574,-0.49510817144475866,-0.54512712179873346
9263.6142578125,-15219.228515625,-5196.8095703125,-8143.96240234375,-0.24566128990202984,-0.67107237152412091,-0.49571255105083756,-0.54605275090217309
9204.998046875,-15425.9951171875,-5313.7880859375,-8225.44921875,-0.24472663985981769,-0.67270308363979125,-0.49626225629611875,-0.54691363627769318
9222.9462890625,-15581.8916015625,-5306.01416015625,-8187.6328125,-0.24429141949076999,-0.67346272769868165,-0.49650762279075344,-0.54731853722963963
9291.0966796875,-15468.7626953125,-5185.6845703125,-8086.37158203125,-0.24446967063456623,-0.67318650692687176,-0.4964038984182565,-0.54718193473348664
9317.185546875,-15239.990234375,-5116.79052734375,-8058.494140625,-0.24504762373897726,-0.67224851997091528,-0.49607870294170714,-0.54669052935173901
9265.8544921875,-15214.908203125,-5197.251953125,-8148.81884765625,-0.24565554325733863,-0.67124777099922439,-0.4957294442212089,-0.54615260745536964
9205.703125,-15419.6513671875,-5313.1103515625,-8237.9296875,-0.24598539665778005,-0.67067094460697707,-0.49552085583903022,-0.54583019673536159
9219.9345703125,-15581.4208984375,-5307.34130859375,-8193.8916015625,-0.24593232580481109,-0.67069865447436161,-0.49552170687653918,-0.54582898286458592
9290.494140625,-15471.74609375,-5185.31787109375,-8080.95068359375,-0.24560144958146118,-0.67119374195433534,-0.49569077588752863,-0.54607905198362938
9320.056640625,-15240.630859375,-5112.4423828125,-8052.63037109375,-0.24520794755711986,-0.6718245814785484,-0.49591103830939787,-0.54640115747322038
9268.0380859375,-15213.986328125,-5192.724609375,-8142.64453125,-0.24494885408291533,-0.67225077403301414,-0.496058705694225,-0.54661803103067808
9204.103515625,-15419.8779296875,-5313.6376953125,-8227.595703125,-0.24491631125264285,-0.67229162917720331,-0.49607167771368349,-0.54664727231372234
9216.5556640625,-15585.552734375,-5312.884765625,-8193.138671875,-0.24507901507842322,-0.67199816143734703,-0.49597423518282913,-0.54652408028901722
9285.0166015625,-15480.046875,-5192.263671875,-8094.59765625,-0.24532077997399385,-0.6715896534826602,-0.49584386579467643,-0.54635128674310562
9315.3408203125,-15247.0498046875,-5117.3271484375,-8059.80224609375,-0.24550873796484091,-0.67130029287271653,-0.49575211685716947,-0.54622420923865445
9267.4638671875,-15212.20703125,-5193.81640625,-8143.12451171875,-0.24555989465948716,-0.67124524104024386,-0.49572777488689429,-0.54618498130771231
9202.8515625,-15415.849609375,-5314.126953125,-8217.4775390625,-0.24547607500733479,-0.67139092361073449,-0.4957608792696625,-0.54622351065891095
9217.5810546875,-15580.978515625,-5313.1484375,-8190.17431640625,-0.24533011117279821,-0.67162075422197787,-0.49582586691878283,-0.54630261687288018
9284.263671875,-15481.0068359375,-5195.79296875,-8097.3740234375,-0.24521373190677789,-0.67181928969850846,-0.49589563987607943,-0.54638006258693761
9304.517578125,-15256.4423828125,-5124.5927734375,-8060.3857421875,-0.24518298555147452,-0.67191549323262989,-0.49594417070061642,-0.54642171567284015
9251.88671875,-15220.2822265625,-5199.849609375,-8139.5009765625,-0.24523614714120154,-0.67188870377954524,-0.49595319325412651,-0.54641300654990577
9187.74609375,-15422.400390625,-5320.64013671875,-8226.7197265625,-0.24533072015471241,-0.67176734165868035,-0.49592569503549055,-0.54636677587602667
9198.4189453125,-15587.078125,-5318.29638671875,-8194.6259765625,-0.24541736320669336,-0.67162288011748561,-0.49588873492182689,-0.54631597926513975
9265.30859375,-15485.8349609375,-5197.18603515625,-8093.919921875,-0.24546494597456181,-0.67153864566649657,-0.49587421952782934,-0.54629049780776273
9287.88671875,-15252.6396484375,-5118.126953125,-8057.38330078125,-0.245468567970097,-0.67155817341425139,-0.49589347725730543,-0.5462969136052408
9233.298828125,-15212.52734375,-5192.103515625,-8141.38330078125,-0.24544677701282591,-0.67165623965171128,-0.49593219097858843,-0.54632023258782436
9167.7177734375,-15411.595703125,-5314.494140625,-8226.8427734375,-0.24543274128927903,-0.67176510139090839,-0.4959693569869163,-0.54634313707613902
9168.4423828125,-15583.3603515625,-5317.98583984375,-8199.2568359375,-0.2454584859949816,-0.67183162737514601,-0.49599608228211484,-0.54635989920808203
9229.72265625,-15486.18359375,-5198.14599609375,-8094.29638671875,-0.24553608875736535,-0.67184793031778312,-0.49601357150480468,-0.54637204009110563
9257.9580078125,-15257.9384765625,-5120.95068359375,-8059.12451171875,-0.24564928811579603,-0.67183255685990317,-0.49601905690208647,-0.54637740268486645
9204.09375,-15221.3173828125,-5197.67529296875,-8145.28955078125,-0.24576566656751681,-0.67179761081383016,-0.49600358112540149,-0.54637071412024907
9139.0400390625,-15414.8427734375,-5315.8212890625,-8225.7314453125,-0.24586120645749582,-0.67174524164363081,-0.49596646911680042,-0.54635458376405188
9137.1015625,-15584.11328125,-5318.81396484375,-8199.8310546875,-0.24593568170938196,-0.67168881358344001,-0.49592531980777038,-0.54634296501753543
9196.884765625,-15488.0380859375,-5201.27978515625,-8101.0068359375,-0.24600637924643046,-0.67165822457686375,-0.49590418166292533,-0.5463486032419258
9226.296875,-15257.8349609375,-5121.666015625,-8061.091796875,-0.24608978082088329,-0.6716736927663024,-0.49591165346034438,-0.54636890353628265
9173.5341796875,-15215.162109375,-5194.29638671875,-8140.25390625,-0.24619057553988066,-0.67172096884044941,-0.49593519085099053,-0.54638876454132246
9101.6943359375,-15409.4404296875,-5315.87744140625,-8223.42578125,-0.24630494092765726,-0.67176375198752203,-0.49595763808474597,-0.54639756734542622
9107.6044921875,-15585.0634765625,-5323.689453125,-8202.748046875,-0.24642799616295019,-0.67178072618289797,-0.49597408885639471,-0.5463991656568794
9171.6513671875,-15496.6962890625,-5209.76953125,-8100.3388671875,-0.24655477239122134,-0.67178144876867985,-0.49598898234954503,-0.54640320942848153
9203.388671875,-15264.4423828125,-5127.1435546875,-8049.40234375,-0.24667738172111756,-0.67178352917450912,-0.4960014727519389,-0.54641069298700595
9150.0703125,-15214.18359375,-5196.16015625,-8134.19287109375,-0.24678760563320931,-0.67178502341825874,-0.4960025302348075,-0.54641325488801662
9077.1669921875,-15414.748046875,-5323.4541015625,-8223.435546875,-0.24688467940966052,-0.67177042495670036,-0.49598908000422459,-0.54640602896038137
9085.9580078125,-15593.0732421875,-5332.6025390625,-8200.16015625,-0.24697741474928969,-0.67174031783002153,-0.49597459483781575,-0.54639513622214186
9148.216796875,-15503.8212890625,-5217.044921875,-8097.3740234375,-0.24707502555641647,-0.67172064622374295,-0.49597858462385408,-0.54638887317971152
9182.9365234375,-15270.27734375,-5135.04931640625,-8057.609375,-0.24717629776499087,-0.67173518934534615,-0.49600601496687757,-0.54638504437025892
9136.7060546875,-15219.2939453125,-5205.82568359375,-8144.74365234375,-0.24727068468195854,-0.67177647091067116,-0.49604265102653056,-0.54637301120905279
9067.28515625,-15410.8232421875,-5330.29638671875,-8230.033203125,-0.2473505745461004,-0.67181447474530165,-0.49607244102189646,-0.54634897119935388
9068.197265625,-15589.044921875,-5340.6494140625,-8201.9296875,-0.24741964499096519,-0.67183250472995726,-0.49609464523184488,-0.54632424333280705
9135.05859375,-15506.59765625,-5226.748046875,-8095.77392578125,-0.24748714216909012,-0.67184327902710617,-0.49611970105453107,-0.54631495550882192
9166.69140625,-15279.3505859375,-5144.9130859375,-8056.58349609375,-0.24755597649583494,-0.67186543981756419,-0.49615170259686786,-0.54632595819631102
9113.7978515625,-15224.9033203125,-5212.046875,-8136.4990234375,-0.24762002693330648,-0.67189415539022546,-0.49618244079918428,-0.54634877815557858
9041.2138671875,-15415.51953125,-5336.61181640625,-8225.5625,-0.24767342280342236,-0.67190653892797536,-0.49620451170925195,-0.54637392896138237
9053.0166015625,-15595.37890625,-5348.22607421875,-8209.1953125,-0.24771904470149914,-0.67189412861708686,-0.49622386635431515,-0.54639923944278457
9113.7509765625,-15515.171875,-5234.4375,-8116.837890625,-0.247765575221957,-0.67187738133896113,-0.4962530258511339,-0.54642357680093145
9149.552734375,-15281.138671875,-5148.20703125,-8062.57861328125,-0.24781833301198594,-0.67188184587777333,-0.49629359146786328,-0.54643787774778974
9107.416015625,-15221.1298828125,-5213.75048828125,-8141.85400390625,-0.24787661545638992,-0.67190799071420837,-0.49633235098197376,-0.54643047356130525
9037.4677734375,-15408.9501953125,-5337.4306640625,-8229.7314453125,-0.24793965306603755,-0.67193471860235676,-0.49635715273448766,-0.5464033176395483
9040.4990234375,-15588.150390625,-5347.529296875,-8198.8427734375,-0.24801034466934108,-0.67194988961657431,-0.49637154966972608,-0.5463777517647912
9106.7294921875,-15506.607421875,-5231.96240234375,-8095.21875,-0.24808937970707332,-0.67196451461060225,-0.49638853422661833,-0.54637867711368282
9144.0849609375,-15278.2490234375,-5147.068359375,-8052.73388671875,-0.24816742792253471,-0.67199116228758526,-0.496411974647891,-0.54641244564202385
9096.66796875,-15216.998046875,-5211.689453125,-8130.47509765625,-0.24822817836726749,-0.67201808625784931,-0.4964309560525858,-0.54646205926363589
9024.921875,-15399.42578125,-5333.44921875,-8209.7314453125,-0.2482618233605495,-0.67201760173285707,-0.49643443511217911,-0.54650264463232734
9026.0517578125,-15587.7548828125,-5351.62353515625,-8196.71484375,-0.24827422995643031,-0.67198005232807945,-0.49642593499569942,-0.54651784011164728
9091.79296875,-15516.4326171875,-5241.39306640625,-8107.23779296875,-0.24828117869159838,-0.67192824652646332,-0.49641838073118671,-0.54650172479047543
9129.0634765625,-15285.9482421875,-5153.91064453125,-8062.22119140625,-0.24829488514012282,-0.67189223880149518,-0.49641681922395453,-0.54645289299248245
9081.8447265625,-15216.9599609375,-5214.01416015625,-8134.5224609375,-0.24831831685678446,-0.67187721469080974,-0.49641342162911223,-0.5463757696986411
9015.0400390625,-15401.986328125,-5337.52490234375,-8225.986328125,-0.24835115561525045,-0.67186592190139582,-0.49640185812303911,-0.54628874350504775
9017.1201171875,-15593.3173828125,-5356.76220703125,-8213.4208984375,-0.24839595499293668,-0.67184977814750968,-0.49639077464093107,-0.54622317455372116
9085.7314453125,-15519.7177734375,-5243.96240234375,-8107.5107421875,-0.24845466901593366,-0.67184425034194739,-0.49639657900595752,-0.5462058554367698
9123.33203125,-15285.3837890625,-5153.044921875,-8057.23291015625,-0.24852108317104948,-0.67186692990824959,-0.49642380369068873,-0.5462399585331853
9078.5224609375,-15216.09375,-5212.52685546875,-8132.20703125,-0.24858174027653837,-0.67190917990282351,-0.4964587049575408,-0.54630490478753513
9004.9130859375,-15402.6357421875,-5340.01904296875,-8226.9931640625,-0.24862662823091364,-0.67194184622087294,-0.4964845610011141,-0.54637477902636411
9007.2470703125,-15593.9951171875,-5361.61865234375,-8214.4658203125,-0.24865697720379162,-0.67194889399481805,-0.49649860002196478,-0.54643423328955298
9071.7744140625,-15521.67578125,-5248.357421875,-8104.4609375,-0.24868064289038483,-0.67194418979454085,-0.49650930294594919,-0.54647709686037482
9113.2333984375,-15291.115234375,-5156.517578125,-8054.3056640625,-0.24870181151350887,-0.67194939669556653,-0.49652014741434569,-0.54649693242796393
9071.369140625,-15215.69921875,-5211.91552734375,-8129.18603515625,-0.2487188777188179,-0.67196389054347971,-0.49652388536044728,-0.54648765796580967
9000.7431640625,-15396.150390625,-5336.47998046875,-8221.1015625,-0.24873243928974703,-0.67196787154988935,-0.49651552059320775,-0.54645464598407467
9002.814453125,-15589.986328125,-5358.61669921875,-8205.5341796875,-0.24875078925967836,-0.67195339728497094,-0.49650473514824067,-0.54641819004147385
9067.4921875,-15521.9765625,-5246.84228515625,-8104.00927734375,-0.24878332448778348,-0.67193909506677907,-0.49650809986515154,-0.54639903664122047
9103.6142578125,-15291.576171875,-5156.103515625,-8062.45654296875,-0.24882911985798431,-0.67194674675619825,-0.49652917557119286,-0.54640015992839552
9067.2470703125,-15213.6376953125,-5212.20703125,-8142.861328125,-0.24887560775484227,-0.67197103018267257,-0.4965524634709591,-0.54640638088746496
8996.1318359375,-15391.001953125,-5336.61181640625,-8208.9033203125,-0.24891005179441572,-0.67198422410125758,-0.49656004600665793,-0.54640250534549695
8993.185546875,-15585.30859375,-5360.30126953125,-8196.263671875,-0.24893044150026003,-0.67197068567823648,-0.49655032718697062,-0.54638846242495531
9058.861328125,-15522.8046875,-5249.65625,-8101.044921875,-0.24894376533329113,-0.67194547489154488,-0.49653611598417496,-0.54637522828160134
9099.0869140625,-15296.9130859375,-5159.20947265625,-8051.96240234375,-0.24895606664725722,-0.67193292715738029,-0.49652692205951582,-0.54636997179317037
9056.791015625,-15213.86328125,-5213.31787109375,-8129.3271484375,-0.24896803362270062,-0.6719349712199606,-0.49652007537934195,-0.54637000842631256
8983.6142578125,-15389.3369140625,-5337.36474609375,-8212.8662109375,-0.24898030801749629,-0.67193191343049241,-0.49651101269570636,-0.5463700716612
8984.931640625,-15587.79296875,-5364.45166015625,-8203.3505859375,-0.24899841109936655,-0.67191315443462563,-0.49650558384024185,-0.54636905353499798
9049.5908203125,-15531.1904296875,-5258.17431640625,-8113.07275390625,-0.24902826037054715,-0.67189435678974119,-0.4965149081890497,-0.54636604711889747
9090.0615234375,-15300.9130859375,-5162.4189453125,-8057.77880859375,-0.24906778708980618,-0.67189697236151347,-0.49653900985060806,-0.54635415887626193
9050.296875,-15214.6162109375,-5211.99072265625,-8119.8681640625,-0.2491071540091917,-0.67191857315944326,-0.49656284675937939,-0.54632584132585771
8985.30859375,-15389.35546875,-5337.17626953125,-8206.5595703125,-0.24913899494720082,-0.67193544670005367,-0.49657247723891618,-0.54628648640435151
8985.712890625,-15588.3857421875,-5366.3056640625,-8199.3974609375,-0.24916596950668735,-0.67193440694105921,-0.49657126169190519,-0.54625748819657427
9042.7578125,-15529.7880859375,-5258.81396484375,-8109.39306640625,-0.24919562314927224,-0.67193016650993742,-0.49657468571926061,-0.5462596741190292
9079.068359375,-15303.9150390625,-5166.03271484375,-8052.837890625,-0.24922905887594604,-0.67194413288378141,-0.49659025852243593,-0.54629268564078437
9041.412109375,-15221.5244140625,-5220.2919921875,-8125.5341796875,-0.24925816277110283,-0.67197352415787093,-0.49660860180847749,-0.54633341783145062
8968.2255859375,-15392.9130859375,-5345.5810546875,-8220.3671875,-0.24927499785842161,-0.67199328997484187,-0.49661671549516428,-0.54635577465683105
8963.1435546875,-15591.529296875,-5373.54345703125,-8212.0849609375,-0.24928140031561682,-0.67198863592404923,-0.49661504029886122,-0.54635036370832546
9027.0966796875,-15538.0419921875,-5266.84228515625,-8112.6494140625,-0.24928729811190775,-0.67197425743344841,-0.49661593937337861,-0.54632554835121339
9069.7509765625,-15309.30859375,-5170.908203125,-8053.9482421875,-0.24930137709426073,-0.67197473034688326,-0.49662720753242662,-0.54629507175763925
9036.2822265625,-15216.1416015625,-5215.9716796875,-8118.92724609375,-0.24932662978882364,-0.67199336378332264,-0.49664401897563371,-0.54627039408100009
8964.6875,-15389.2333984375,-5344.84716796875,-8216.357421875,-0.24936454188286464,-0.67201158264816563,-0.49665951804754538,-0.54626297105764032
8963.181640625,-15588.998046875,-5373.3740234375,-8215.181640625,-0.2494184463396722,-0.67201786184851098,-0.49667726452983785,-0.54628413281407295
9021.0732421875,-15535.275390625,-5268.47998046875,-8111.6328125,-0.24948808913141496,-0.67202434749922424,-0.49670608840279978,-0.54633441794458004
9066.6357421875,-15306.7861328125,-5171.6142578125,-8058.69189453125,-0.2495618135304421,-0.67204719164961024,-0.49674349572959992,-0.54639411864299792
9033.6376953125,-15210.5126953125,-5215.54833984375,-8128.9130859375,-0.24961931726278366,-0.67207831972690646,-0.49677171219194854,-0.54643217574654157
8963.802734375,-15378.748046875,-5339.689453125,-8202.5693359375,-0.24964602351700887,-0.67208974676815858,-0.49677481704580639,-0.54643018525890696
8952.66796875,-15588.921875,-5378.16455078125,-8207.0498046875,-0.24964464328788277,-0.67206726170829389,-0.49675664921142387,-0.54639755955430558
9018.7666015625,-15542.484375,-5273.27978515625,-8114.03271484375,-0.24963133875580587,-0.67202898813793543,-0.4967366299705247,-0.54636135622930848
9067.51953125,-15311.8681640625,-5170.79541015625,-8046.080078125,-0.24962146320313469,-0.67200345106596704,-0.49672864113096582,-0.54634224419590471
9029.185546875,-15212.3203125,-5213.8447265625,-8108.16943359375,-0.24962080134947065,-0.67199603095677107,-0.4967294403138699,-0.54634183964509409
8957.9951171875,-15378.484375,-5339.20947265625,-8205.5244140625,-0.2496291068013092,-0.67198808548812161,-0.49672941401932358,-0.54635017826988552
8952.71484375,-15586.8427734375,-5375.896484375,-8210.080078125,-0.24964668139940788,-0.67196830874060176,-0.49672866332473914,-0.5463582829133723
9015.47265625,-15542.9365234375,-5273.2705078125,-8114.9931640625,-0.2496732923148654,-0.6719520871400233,-0.49673579817217217,-0.54635995061325038
9058.91796875,-15316.7626953125,-5175.5107421875,-8052.470703125,-0.24970247967996828,-0.67196160519959958,-0.49675221495762428,-0.54634677900220918
9026.0048828125,-15214.7294921875,-5215.83056640625,-8112.3955078125,-0.24972277243099664,-0.671993872425379,-0.49676547583999203,-0.54631121320193543
8953.5341796875,-15380.150390625,-5341.23291015625,-8210.447265625,-0.2497279604898551,-0.67202100860138181,-0.49676286260562103,-0.54625863661431029
8942.0048828125,-15587.0966796875,-5378.03271484375,-8211.42578125,-0.2497244971050197,-0.67202347856639777,-0.49674773888494511,-0.54621171178430949
9008.5361328125,-15543.783203125,-5274.76708984375,-8109.609375,-0.24972574242040441,-0.67201227767793015,-0.4967365033102969,-0.54619568369188909
9055.623046875,-15320.564453125,-5177.4306640625,-8056.11279296875,-0.24973901790777658,-0.67201131030360972,-0.49673960638656772,-0.54621722808891982
9020.998046875,-15217.6376953125,-5217.83544921875,-8123.6328125,-0.24976066656636237,-0.67202509437806734,-0.49675124150358191,-0.54625978852819346
8955.576171875,-15377.919921875,-5341.98583984375,-8203.125,-0.2497838434359276,-0.67203562620910495,-0.4967601345157,-0.54629999630431869
8943.416015625,-15588.1884765625,-5381.40234375,-8210.794921875,-0.24980748194899619,-0.67203088765834385,-0.49676535079676826,-0.54632580056676017
8998.193359375,-15548.20703125,-5278.390625,-8119.5390625,-0.24983452387424809,-0.67202376967454525,-0.49677531162517213,-0.54633792606177467
9052.4521484375,-15319.42578125,-5173.60009765625,-8046.955078125,-0.24986310893351507,-0.67203434219484792,-0.49679256428817581,-0.54633922291139492
9021.3837890625,-15213.2421875,-5212.65869140625,-8103.9716796875,-0.24988442850256815,-0.67206024772008333,-0.49680704443755219,-0.54632988478534683
8954.27734375,-15373.3271484375,-5339.02099609375,-8202.9267578125,-0.24989169183086879,-0.67207727077448998,-0.49680843755747095,-0.54631379949779668
8946.240234375,-15582.64453125,-5377.98583984375,-8208.677734375,-0.24988888813977489,-0.67207057397891234,-0.4968007563734213,-0.54630242180635946
9008.009765625,-15548.16015625,-5277.51513671875,-8115.35986328125,-0.24988738703102001,-0.6720541179730275,-0.49679802966152914,-0.54630521548164335
9064.6396484375,-15323.51953125,-5174.94580078125,-8053.88232421875,-0.24989396325344268,-0.67205123590112514,-0.49680564141422917,-0.54631651854776953
9029.86328125,-15216.103515625,-5214.3154296875,-8114.82373046875,-0.24990469982940944,-0.67206253435397256,-0.4968122779141862,-0.54631768849543905
8959.3974609375,-15372.2451171875,-5339.6044921875,-8208.1318359375,-0.24991105666733779,-0.67206509646310864,-0.4968040244486156,-0.54629585513449563
8948.8564453125,-15582.390625,-5380.74365234375,-8214.173828125,-0.24990871373605808,-0.67204446337530788,-0.49678255192652798,-0.54625867888841406
9011.9248046875,-15551.4443359375,-5280.4140625,-8120.76220703125,-0.24989789196188081,-0.67201601075314765,-0.49676370161605415,-0.54622789634580426
9064.0849609375,-15324.6494140625,-5172.6494140625,-8064.150390625,-0.24987742508370805,-0.67200654578723251,-0.49675882638329583,-0.54621967788191772
9036.1220703125,-15213.458984375,-5206.861328125,-8114.22119140625,-0.24984406476835933,-0.67202084034754461,-0.49676363203882434,-0.54623434608122057
8965.30859375,-15369.185546875,-5332.2919921875,-8199.322265625,-0.24980004983878729,-0.67203778971325456,-0.49676793065920166,-0.54626383719647253
8948.630859375,-15585.72265625,-5376.86572265625,-8211.7646484375,-0.24975797990788767,-0.67204004064810008,-0.49677084809687044,-0.54630264387067073
9008.875,-15562.2685546875,-5282.4658203125,-8119.896484375,-0.24973317742680273,-0.67203568597704522,-0.49677947434702863,-0.54634693548743585
9069.3837890625,-15334.7763671875,-5174.8798828125,-8051.31298828125,-0.24972992827540602,-0.67204292941384525,-0.4967933631445075,-0.54638641892555728
9043.642578125,-15215.2568359375,-5205.72216796875,-8103.69873046875,-0.24973759664378595,-0.67206084178147052,-0.4967983756227195,-0.54640520575959362
8977.65625,-15366.8896484375,-5331.83984375,-8202.64453125,-0.24974169516333883,-0.67206880778126621,-0.4967813125458902,-0.54639491143249019
8968.52734375,-15584.5361328125,-5376.55517578125,-8212.3203125,-0.24973693188511664,-0.67205676073047238,-0.49674762628122127,-0.54636406154374018
9033.8916015625,-15554.18359375,-5274.48486328125,-8114.2021484375,-0.24972743885484402,-0.6720438890443432,-0.49671841941414019,-0.54633029621173623
9095.990234375,-15327.5390625,-5165.1484375,-8050.87060546875,-0.24971600885973735,-0.67205739237244011,-0.49670907423009453,-0.54630376164635441
9076.517578125,-15207.5478515625,-5196.61181640625,-8101.1484375,-0.24969729109009148,-0.67209718109068395,-0.49671541589368101,-0.54628177087615359
9008.4521484375,-15354.18359375,-5319.42578125,-8196.3857421875,-0.24966290000978689,-0.67213292849743489,-0.49672280244858791,-0.54625979956645121
8997.505859375,-15571.0498046875,-5368.25390625,-8212.4609375,-0.2496098844694995,-0.67213784004469712,-0.49672362309836221,-0.5462422158993897
9065.185546875,-15548.0283203125,-5270.55078125,-8117.49658203125,-0.24954064819140839,-0.67211550264657416,-0.49671986865996859,-0.54623737709165421
9124.6025390625,-15325.091796875,-5160.00927734375,-8049.02587890625,-0.24945585145040225,-0.67208695441889676,-0.49671054942989501,-0.54624414920061903
9102.6259765625,-15203.6328125,-5190.6728515625,-8107.33154296875,-0.2493523532737352,-0.6720591551923446,-0.4966856638331309,-0.54624958805058055
9042.380859375,-15348.3486328125,-5314.07080078125,-8205.091796875,-0.24923072674361718,-0.67201934954872844,-0.49663840572532214,-0.54624275048336179
9032.884765625,-15566.126953125,-5361.9951171875,-8218.748046875,-0.24910194118266643,-0.6719615285028202,-0.49657960113663324,-0.54622741497401683
9098.5693359375,-15542.5224609375,-5263.44482421875,-8123.42578125,-0.24898198099927571,-0.67190527421685675,-0.49653237296107827,-0.54621732730335004
