eye,channel 2,channel 3,alpha,eye filtered,channel 2 filtered,channel 3 filtered,alpha filtered
8417.3271484375,-15434.8046875,-5391.8115234375,-8303.3037109375,-0.25884505666120056,-0.67208361002526429,-0.49805016119378936,-0.54792266634087516
8382.701171875,-15435.83984375,-5454.56005859375,-8377.3837890625,-0.25886070773755132,-0.67210867975455424,-0.49806824083664458,-0.54792684150360205
8329.779296875,-15611.2373046875,-5558.5224609375,-8443.078125,-0.25889129784465209,-0.67207738455755184,-0.49805745957872904,-0.54789139485519323
8334.5791015625,-15720.8564453125,-5560.357421875,-8421.7978515625,-0.25891948446638963,-0.67201275494440471,-0.49803051241900959,-0.54785060388611417
8392.78125,-15614.701171875,-5458.06103515625,-8333.4404296875,-0.25893298529437031,-0.67195920447264923,-0.49800888128202381,-0.54783798916520432
8423.1533203125,-15434.8232421875,-5390.080078125,-8311.1337890625,-0.25892519764139776,-0.67194612987660896,-0.49800228334128244,-0.54786131573593388
8384.71484375,-15435.33203125,-5455.26611328125,-8391.001953125,-0.25889608429643191,-0.67196427454574292,-0.49800290130945185,-0.5479015509711388
8329.3369140625,-15610.0615234375,-5561.1484375,-8454.59765625,-0.25885488705079651,-0.67198159315072126,-0.49799942434874861,-0.54793343610325884
8333.345703125,-15720.6875,-5562.8896484375,-8417.185546875,-0.25881798392954281,-0.67197906031868904,-0.49799146453290377,-0.54794497245834839
8385.86328125,-15618.1650390625,-5462.4658203125,-8333.7412109375,-0.25879870950995298,-0.67196452911040894,-0.49798662978540564,-0.54793960344490744
8418.380859375,-15438.8515625,-5393.81640625,-8314.4658203125,-0.25879751722579941,-0.6719532747681638,-0.49798714383276216,-0.54792695841500672
8383.69921875,-15436.7431640625,-5456.3857421875,-8393.3837890625,-0.25880357806219095,-0.67194609374845427,-0.49798642480484967,-0.54791691324411596
8327.7548828125,-15610.541015625,-5561.919921875,-8451.1337890625,-0.2588068313681362,-0.67193426044141735,-0.49798052392295483,-0.54791968345511366
8333.4404296875,-15723.7080078125,-5565.091796875,-8405.7314453125,-0.25880721709322319,-0.6719201961516641,-0.49797719625463571,-0.54794288212070619
8389.826171875,-15620.630859375,-5464.056640625,-8331.4541015625,-0.2588114359344541,-0.67192051852180446,-0.49798795334905516,-0.54798287308514138
8420.6962890625,-15438.0615234375,-5394.23046875,-8303.5390625,-0.25882279618078774,-0.67194441828640183,-0.49801241572197136,-0.54802144198917513
8383.322265625,-15434.173828125,-5455.068359375,-8380.1416015625,-0.25883708927985161,-0.67197728910090238,-0.49803621939590781,-0.54803699549381391
8326.23046875,-15606.7666015625,-5560.27294921875,-8440.2255859375,-0.2588481825639396,-0.67199456294226889,-0.4980464365556756,-0.5480217037409737
8331.74609375,-15720.5927734375,-5565.1669921875,-8416.150390625,-0.25885432038731643,-0.6719896772725541,-0.49804507864095676,-0.54798621876847298
8387.6708984375,-15619.7080078125,-5465.33642578125,-8345.03515625,-0.25885686454609991,-0.67197967333589137,-0.49804369500719348,-0.54794693249289883
8418.126953125,-15441.919921875,-5394.56005859375,-8312.11328125,-0.2588551302342314,-0.67198113004134719,-0.49804720888617221,-0.54791128981624571
8384.7431640625,-15436.2919921875,-5453.61865234375,-8372.3955078125,-0.25884659108488717,-0.67198872746055316,-0.49804887717573121,-0.54787791980563971
8329.703125,-15605.2802734375,-5558.64453125,-8441.08203125,-0.25883309286858142,-0.67198471777064028,-0.49804223091178795,-0.54784858638957323
8328.8095703125,-15721.72265625,-5569.41162109375,-8422.2490234375,-0.25882348905081559,-0.67196542368009238,-0.49803237682863755,-0.54783392162041944
8382.0234375,-15624.1416015625,-5472.150390625,-8339.6796875,-0.25882658146303072,-0.67194811983512559,-0.49803034787305178,-0.54784393941785714
8415.5859375,-15444.3955078125,-5399.2001953125,-8311.078125,-0.25884153702583584,-0.67194903441943676,-0.49803818918535464,-0.54787511611993622
8384.056640625,-15437.1484375,-5455.33154296875,-8372.470703125,-0.25885784564111619,-0.67196280184707669,-0.49804581154078098,-0.54791090876129678
8331.2373046875,-15605.138671875,-5560.056640625,-8448.0283203125,-0.2588658298559503,-0.67197126132548257,-0.49804471875077472,-0.54793561363431664
8331.6328125,-15716.357421875,-5570.73876953125,-8425.779296875,-0.25886564755203806,-0.67196886653660626,-0.49804028769806424,-0.54794517390995479
8383.0498046875,-15620.52734375,-5475.28466796875,-8344.0380859375,-0.25886471694938434,-0.67196933574589091,-0.49804565165084902,-0.54794403831111838
8417.1953125,-15447.021484375,-5401.57177734375,-8305.044921875,-0.25886791761843436,-0.67198452252437146,-0.49806486567565356,-0.54793590210507026
8386.8984375,-15436.20703125,-5454.37158203125,-8371.6796875,-0.25887300416194647,-0.67200517073000665,-0.4980875023023893,-0.54792229435280138
8333.873046875,-15597.40234375,-5555.689453125,-8444.009765625,-0.25887553518875472,-0.67201078323599084,-0.49810149341942161,-0.54790903802957824
8335.275390625,-15710.4189453125,-5568.2919921875,-8424.0654296875,-0.25887500302872879,-0.67199572060830892,-0.49810680316629419,-0.54790737542826062
8387.9345703125,-15618.5693359375,-5473.30810546875,-8340.94140625,-0.25887362965778332,-0.67197615671748046,-0.49811215556554567,-0.5479236168495123
8420.875,-15450.5126953125,-5399.943359375,-8308.8564453125,-0.25887071012402668,-0.67196852013026909,-0.49812052032200965,-0.54794908747549886
8391.3037109375,-15440.16015625,-5451.57666015625,-8378.8896484375,-0.25886187790567,-0.67196875006234347,-0.49812401525139754,-0.54796514392134521
8334.8984375,-15602.1083984375,-5556.6025390625,-8456.056640625,-0.25884521268403904,-0.6719601565219625,-0.4981151676619463,-0.5479601575717471
8336.1416015625,-15711.943359375,-5569.609375,-8420.62109375,-0.25882558527583632,-0.67193841244221153,-0.49809849296194875,-0.54793978786028441
8387.9814453125,-15620.771484375,-5475.83056640625,-8339.849609375,-0.25881030875076094,-0.67191921314203618,-0.49808593605360701,-0.54791967133432229
8423.0302734375,-15449.712890625,-5397.93896484375,-8298.6259765625,-0.25880111889402679,-0.671918479434647,-0.49808224422003577,-0.54791076532176541
8394.484375,-15436.931640625,-5447.65185546875,-8379.115234375,-0.25879308489489417,-0.67193257160988196,-0.49808041206579307,-0.54791430755913628
8340.2724609375,-15596.30078125,-5551.6611328125,-8458.9833984375,-0.25878205399216536,-0.67194513916634979,-0.49807334548139631,-0.54792809275878629
8337.8544921875,-15710.013671875,-5567.7080078125,-8427.0498046875,-0.25877065334880311,-0.6719498572249134,-0.49806518640181785,-0.5479508415758233
8389.44921875,-15622.494140625,-5474.4091796875,-8340.2451171875,-0.25876465120762698,-0.67195663012530416,-0.4980659471656006,-0.5479774377656641
8426.333984375,-15453.515625,-5396.86572265625,-8306.0419921875,-0.25876449366840304,-0.67197283342113212,-0.49807630137755338,-0.54799479530923911
8398.50390625,-15433.9951171875,-5444.11279296875,-8361.9384765625,-0.25876350392004704,-0.67198710876596657,-0.49808367360106826,-0.54799005870961837
8339.7744140625,-15591.42578125,-5550.96484375,-8435.3505859375,-0.25875541805862762,-0.67198061761735273,-0.49807610007515035,-0.5479651660691135
8333.1767578125,-15711.4541015625,-5573.27978515625,-8428.7626953125,-0.25874148746134318,-0.67195239802355444,-0.49805631869609313,-0.54793906480018417
8384.197265625,-15628.7060546875,-5480.837890625,-8352.875,-0.25872810967028781,-0.67192433136393581,-0.49803790541483661,-0.54793092871055249
8420.423828125,-15462.1552734375,-5400.76220703125,-8316.3486328125,-0.25871876601420413,-0.67191723951194093,-0.49802904835998479,-0.54794115302095026
8393.3837890625,-15441.8916015625,-5446.1083984375,-8376.48046875,-0.25871144480450148,-0.67192822512467487,-0.49802553781617448,-0.54795152308262074
8337.759765625,-15595.3408203125,-5550.92724609375,-8453.3271484375,-0.25870469568501753,-0.67193812110554474,-0.49802122104235824,-0.5479446494614999
8329.9482421875,-15713.4306640625,-5573.98583984375,-8439.2568359375,-0.25870315511695929,-0.67193817620574769,-0.4980200335108157,-0.54792134298788342
8382.8046875,-15630.96484375,-5482.71044921875,-8354.607421875,-0.25871384363954614,-0.67194037463381862,-0.49803190430969618,-0.54789874560430629
8422.1455078125,-15464.5927734375,-5401.712890625,-8313.2421875,-0.25873726911810313,-0.67195895770457881,-0.49805768818082385,-0.54789487786372837
8395.51953125,-15443.4638671875,-5446.50341796875,-8382.7294921875,-0.25876495717291231,-0.67198962295880227,-0.4980842016149214,-0.54791770106528681
8340.6396484375,-15594.4091796875,-5551.91552734375,-8449.2802734375,-0.25878696709746091,-0.67201473374646903,-0.49809732833063908,-0.54796584528721382
8336.3671875,-15710.1171875,-5573.10107421875,-8431.162109375,-0.25880005806878831,-0.6720262792665237,-0.49809678459188866,-0.54803210913347511
8385.6845703125,-15632.150390625,-5483.6328125,-8357.7314453125,-0.25880681101126185,-0.67203425586131238,-0.49809377569855706,-0.54810199405566262
8428.357421875,-15466.1552734375,-5399.99072265625,-8322.541015625,-0.25880840152560841,-0.67204933738244477,-0.49809559063854297,-0.548153342303076
8403.0869140625,-15442.8330078125,-5443.23779296875,-8381.9013671875,-0.25880180118004525,-0.67206502854212724,-0.49809800697788037,-0.54816646238514088
8343.2373046875,-15590.8515625,-5549.8447265625,-8445.2607421875,-0.25878514030612204,-0.67206525724413579,-0.49809458337566132,-0.54813980139336549
8333.251953125,-15707.7275390625,-5575.01171875,-8425.3369140625,-0.25876295177679487,-0.67204754793069099,-0.4980882919437904,-0.54809423801114132
8384.8095703125,-15631.2470703125,-5484.5458984375,-8356.5361328125,-0.25874293643236196,-0.67202938035360704,-0.49808823874777708,-0.54805834602464665
8426.4375,-15465.6279296875,-5400.6962890625,-8323.9619140625,-0.25872793677790212,-0.67202769202656909,-0.49809589662908593,-0.54804786456869781
8402.794921875,-15438.34375,-5441.6943359375,-8382.6357421875,-0.25871410547979762,-0.67203828748811822,-0.49810085685444883,-0.54805884631282464
8345.65625,-15584.3955078125,-5546.78564453125,-8442.2587890625,-0.2586982240268042,-0.6720425225113692,-0.49809349184474966,-0.54807774811513565
8337.8828125,-15703.021484375,-5572.4609375,-8433.703125,-0.25868441479114768,-0.6720319456920596,-0.49807820099638689,-0.54809395065666755
8386.587890625,-15630.2685546875,-5485.044921875,-8360.046875,-0.25868067038660025,-0.67201768559967034,-0.49806902375895834,-0.54810227493769281
8424.263671875,-15469.9765625,-5404.5458984375,-8316.0654296875,-0.25868897783714789,-0.67201278878336945,-0.49807261950216714,-0.54809925568460671
8402.220703125,-15438.8330078125,-5442.61669921875,-8375.3037109375,-0.25870157433983765,-0.67201284849393705,-0.49808062976555884,-0.54808392096670377
8347.42578125,-15582.484375,-5546.66357421875,-8446.8427734375,-0.25870824266077291,-0.67200217926131711,-0.4980810771515401,-0.54806322573385524
8337.0166015625,-15702.861328125,-5576.3955078125,-8437.986328125,-0.25870568247401238,-0.67197711839276009,-0.49807338325168626,-0.54805127765187633
8386.484375,-15631.6796875,-5488.58349609375,-8361.091796875,-0.25869811548105615,-0.67195399965920899,-0.49806755131812541,-0.54805777786360255
8428.7626953125,-15467.74609375,-5402.64453125,-8327.7744140625,-0.25869020064486103,-0.67195002637593915,-0.4980699545826075,-0.54807718154427032
8406.814453125,-15436.0380859375,-5440.01904296875,-8381.03515625,-0.25868258306045072,-0.67196227107370976,-0.49807579482478759,-0.54809285200869395
8350.908203125,-15579.068359375,-5544.27294921875,-8445.7314453125,-0.25867500881762001,-0.6719726229034344,-0.4980779370235115,-0.54809362723085886
8339.79296875,-15704.583984375,-5574.748046875,-8429.4873046875,-0.25867039170067074,-0.67197128669968664,-0.49807849134287557,-0.54808460580642238
8386.2587890625,-15637.703125,-5489.67529296875,-8361.392578125,-0.25867209021491289,-0.67196681149162618,-0.49808581640733551,-0.54808033860177519
8426.447265625,-15476.583984375,-5405.28955078125,-8334.55078125,-0.25867740600107825,-0.67197014210687833,-0.49810063254214182,-0.54808933999717346
8406.173828125,-15438.033203125,-5438.37158203125,-8372.4521484375,-0.25867735163556965,-0.67197650137780929,-0.49811122165081512,-0.54810767833864726
8350.380859375,-15578.484375,-5542.26806640625,-8431.5673828125,-0.25866533771430666,-0.67197165560153571,-0.49810609891214613,-0.54812627550582416
8335.7548828125,-15705.03515625,-5575.23779296875,-8429.6845703125,-0.25864509414834147,-0.67195445535331799,-0.49808847851317972,-0.54813990027489456
8384.357421875,-15638.5224609375,-5488.34814453125,-8361.1484375,-0.25862788108216056,-0.67194357093686252,-0.49807339142150453,-0.54814691914052882
8426.34375,-15476.8466796875,-5403.04931640625,-8322.080078125,-0.25862194459661486,-0.67195680615977682,-0.49807072240263767,-0.54814384680095507
8406.0234375,-15438.8701171875,-5437.08251953125,-8370.794921875,-0.25862648021899776,-0.67198888086601538,-0.49807567907585987,-0.54812582620771599
8349.2890625,-15579.6708984375,-5542.76708984375,-8435.3974609375,-0.25863597101884178,-0.67201679337403142,-0.4980778125176078,-0.54809408520444369
8335.0400390625,-15705.49609375,-5576.884765625,-8436.216796875,-0.25864750065254816,-0.67202591735310346,-0.49807507873345352,-0.54805937566180918
8380.20703125,-15641.1484375,-5492.40478515625,-8365.619140625,-0.25866119293190165,-0.67202332554523325,-0.49807397898366818,-0.54803428449285441
8424.3857421875,-15478.34375,-5403.5390625,-8316.611328125,-0.25867485002662666,-0.6720231300151116,-0.49807724362373329,-0.54802245422910867
8404.921875,-15438.173828125,-5433.26123046875,-8362.9267578125,-0.2586824549351292,-0.67202624412434464,-0.49807801024534831,-0.54801801991250565
8345.6279296875,-15579.3974609375,-5540.27294921875,-8444.310546875,-0.25868041730980523,-0.67202257019273437,-0.4980697138034138,-0.54801569205541056
8332.1416015625,-15704.57421875,-5574.59765625,-8446.380859375,-0.25867353038660157,-0.67201063372205361,-0.49805777903342502,-0.54801780618687279
8378.8330078125,-15642.64453125,-5490.50341796875,-8369.185546875,-0.25867161020562107,-0.67200468980296901,-0.49805537360999874,-0.54802887610703555
8424.8095703125,-15476.8564453125,-5400.7529296875,-8311.736328125,-0.2586797418108292,-0.67201719601220067,-0.49806702137559733,-0.54804566208302818
8407.7080078125,-15433.4677734375,-5430.908203125,-8356.30078125,-0.25869383840467691,-0.67204018933932352,-0.49808138835263444,-0.54805764977133442
8350.400390625,-15572.791015625,-5537.91064453125,-8438.34375,-0.25870660235487852,-0.67205238097682729,-0.49808345748674526,-0.5480588846321921
8336.1220703125,-15700.3955078125,-5575.10595703125,-8436.6875,-0.25871563063893754,-0.67204423909916311,-0.4980709861331698,-0.54805571414845544
8381.1572265625,-15640.9130859375,-5492.3671875,-8360.9033203125,-0.25872326345598529,-0.6720282511836656,-0.49805470594178297,-0.54805900954600717
8428.3671875,-15477.2607421875,-5400.47998046875,-8314.287109375,-0.25872954444334395,-0.67202091403675568,-0.4980434654436775,-0.54806961019983647
8409.5810546875,-15433.6376953125,-5430.18359375,-8368.517578125,-0.25872912918125768,-0.67202089584332958,-0.49803489667628276,-0.54807537126438732
8354.59765625,-15569.7509765625,-5535.0966796875,-8434.1083984375,-0.25871722866297869,-0.67201262104110804,-0.49802323351688288,-0.54806400527622701
8339.4072265625,-15701.712890625,-5575.9716796875,-8439.0498046875,-0.25869675191291325,-0.67198968291932182,-0.49801158173974602,-0.54803630566676864
8384.2919921875,-15645.7412109375,-5496.24462890625,-8370.4560546875,-0.25867660426094924,-0.67196561433338631,-0.49801001193881289,-0.54800475433717899
8430.484375,-15481.91015625,-5404.30126953125,-8315.9150390625,-0.25866274737694417,-0.67195722219612042,-0.4980213317811939,-0.54798138027272558
8412.046875,-15433.3642578125,-5431.49169921875,-8364.0380859375,-0.25865325606530148,-0.67196341258990244,-0.49803462665705267,-0.54797056296342894
8351.42578125,-15572.7431640625,-5538.748046875,-8436.3388671875,-0.25864314542209166,-0.67196840768341526,-0.49803695649841767,-0.54797284208246655
8335.47265625,-15704.5927734375,-5577.80712890625,-8447.01171875,-0.25863179022545679,-0.67196450751944115,-0.49802885074772657,-0.54798984747424462
8380.9033203125,-15647.3974609375,-5494.9365234375,-8371.162109375,-0.2586229938039073,-0.67196270066232144,-0.49802338979892563,-0.54802071242347006
8425.9296875,-15484.9599609375,-5403.22802734375,-8319.576171875,-0.25861860626318167,-0.67197644466439899,-0.49803006181838344,-0.54805544599193345
8409.392578125,-15436.0751953125,-5428.92236328125,-8376.4521484375,-0.2586156720447027,-0.67200124567659203,-0.4980443755998672,-0.54807807181025958
8352.25390625,-15569.4873046875,-5533.61865234375,-8439.990234375,-0.25861169761588182,-0.67201868994219649,-0.49805574634239375,-0.54808012680724227
8334.5224609375,-15701.2421875,-5574.9833984375,-8432.630859375,-0.25861043320172244,-0.6720199085352776,-0.49806141951590005,-0.54806958902356429
8379.4638671875,-15647.322265625,-5493.95751953125,-8364.1787109375,-0.25861894001118663,-0.67201649055003809,-0.49806707229636576,-0.54806359552493056
8425.7314453125,-15486.287109375,-5403.0966796875,-8315.849609375,-0.25863847134987145,-0.67202384087344369,-0.49807442961754939,-0.54807237120178565
8407.943359375,-15433.67578125,-5428.931640625,-8370.5224609375,-0.25866084821247448,-0.67203965859578652,-0.49807490570108959,-0.54809186590794889
8350.0703125,-15563.7177734375,-5532.31982421875,-8436.470703125,-0.25867566308166201,-0.67204685689506705,-0.49805982019471429,-0.54811089835913684
8332.8564453125,-15697.806640625,-5575.115234375,-8437.1484375,-0.25867989447661255,-0.67203676477454977,-0.49803391599423891,-0.54812138516203246
8376.48046875,-15648.2724609375,-5496.99755859375,-8376.8466796875,-0.25867865327249828,-0.67202080093951655,-0.49801303340697961,-0.5481199270879572
8421.8828125,-15484.94140625,-5402.56005859375,-8316.9599609375,-0.25867747691207948,-0.67201481693166831,-0.4980075566875129,-0.54810382623626397
8404.103515625,-15430.8896484375,-5426.45654296875,-8364.9599609375,-0.25867698634695363,-0.67201783003154825,-0.49801248937115106,-0.54807235832879009
8346.955078125,-15561.7509765625,-5530.72021484375,-8449.1015625,-0.25867615045196901,-0.67201435913200469,-0.49801634821513835,-0.54803395464336002
8330.1552734375,-15695.5859375,-5573.18603515625,-8438.4091796875,-0.2586778386180657,-0.67199690132487699,-0.4980161676204492,-0.54800734181711641
8374.5224609375,-15645.6845703125,-5493.138671875,-8358.4658203125,-0.25868739810582636,-0.67197732128394261,-0.49801857660985649,-0.54800941091214439
8421.5439453125,-15485.7880859375,-5400.79052734375,-8313.826171875,-0.25870549762486039,-0.67197127539475543,-0.49802678433025388,-0.5480401590289109
8409.1201171875,-15427.8681640625,-5421.70361328125,-8359.068359375,-0.2587253999846742,-0.6719770352408081,-0.49803278921877642,-0.54808159115826116
